MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,hasPool,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,Paved_Street,Fence_Quality,MasVnr_Quality,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Garage_Age,GarageFinish_encoded,Garage_Cond,Garage_Qual,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Has_Good_BsmtFin1,Has_Good_BsmtFin2
120,RL,61.0,7658,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,412.0,Ex,TA,PConc,456.0,0.0,1296.0,1752.0,GasA,Ex,Y,5,1752,0,0,1752,1.0,0.0,2,0,2,1,Ex,6,Typ,1,2.0,576.0,Y,196,82,0,0,0,2,2010,WD ,Normal,319900,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,5.0,2,3,3,5,3,1.0,1,0
120,RL,41.0,7132,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,178.0,Gd,TA,PConc,24.0,0.0,1346.0,1370.0,GasA,Ex,Y,5,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2.0,484.0,Y,120,49,0,0,0,4,2010,WD ,Normal,205000,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,4.0,2,3,3,4,3,2.0,1,0
160,RL,36.0,2628,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,106.0,Gd,TA,PConc,0.0,0.0,764.0,764.0,GasA,Ex,Y,5,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,2.0,474.0,Y,0,27,0,0,0,6,2010,WD ,Normal,175500,0,0,0,0,1,0,0,1,0,3,False,False,False,True,False,False,7.0,2,3,3,4,3,1.0,0,0
20,RL,100.0,18494,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,1324.0,1324.0,GasA,Ex,Y,5,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,Typ,0,2.0,430.0,Y,36,23,0,0,0,1,2010,WD ,Normal,199500,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,5.0,3,3,3,4,3,1.0,0,0
120,RL,43.0,3203,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,14.0,Gd,TA,PConc,16.0,0.0,1129.0,1145.0,GasA,Ex,Y,5,1145,0,0,1145,0.0,0.0,2,0,2,1,Gd,6,Typ,0,2.0,437.0,Y,100,116,0,0,0,1,2010,WD ,Normal,160000,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,4.0,3,3,3,4,3,3.0,1,0
120,RL,43.0,3182,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,16.0,Gd,TA,PConc,24.0,0.0,1232.0,1256.0,GasA,Ex,Y,5,1269,0,0,1269,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2.0,430.0,Y,146,20,0,0,144,4,2010,WD ,Normal,192000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,6.0,3,3,3,4,3,1.0,1,0
80,RL,67.0,13300,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,326.0,0.0,58.0,384.0,GasA,Ex,Y,5,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,7,Typ,1,2.0,400.0,Y,100,0,0,0,0,6,2010,WD ,Normal,184500,0,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,6.0,3,3,3,4,3,1.0,1,0
60,RL,64.0,7851,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,625.0,0.0,235.0,860.0,GasA,Ex,Y,5,860,1100,0,1960,1.0,0.0,2,1,4,1,Gd,8,Typ,2,2.0,440.0,Y,288,48,0,0,0,5,2010,WD ,Normal,216500,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,8.0,3,3,3,4,3,1.0,1,0
60,RL,63.0,8577,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,847.0,847.0,GasA,Ex,Y,5,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2.0,433.0,Y,144,48,0,0,0,4,2010,WD ,Normal,185088,0,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,6.0,3,3,3,4,3,1.0,0,0
80,RL,64.0,7750,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,250.0,0.0,134.0,384.0,GasA,Ex,Y,5,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,Typ,1,2.0,400.0,Y,180,0,0,0,0,4,2010,WD ,Normal,180000,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,10.0,3,3,3,4,3,1.0,1,0
60,RL,64.0,9505,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,180.0,Gd,TA,PConc,0.0,0.0,884.0,884.0,GasA,Ex,Y,5,884,1151,0,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2.0,434.0,Y,144,48,0,0,0,5,2010,WD ,Normal,222500,0,0,0,1,0,0,0,1,0,2,False,False,False,True,False,False,9.0,3,3,3,4,3,1.0,0,0
60,RL,108.0,14774,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,165.0,Gd,TA,PConc,0.0,0.0,1393.0,1393.0,GasA,Ex,Y,5,1422,1177,0,2599,0.0,0.0,2,1,4,1,Gd,10,Typ,1,3.0,779.0,Y,668,30,0,0,0,5,2010,WD ,Normal,333168,0,0,0,0,0,0,1,1,0,2,False,False,False,True,False,False,11.0,3,3,3,4,3,1.0,0,0
60,RL,60.0,17433,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,114.0,Gd,TA,PConc,0.0,0.0,1629.0,1629.0,GasA,Ex,Y,5,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,Typ,1,3.0,962.0,Y,23,172,0,0,256,1,2010,WD ,Normal,355000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,12.0,3,3,3,5,3,1.0,0,0
20,RL,59.0,10593,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,338.0,Gd,TA,PConc,919.0,0.0,801.0,1720.0,GasA,Ex,Y,5,1720,0,0,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,2.0,527.0,Y,240,56,154,0,0,3,2010,WD ,Normal,260400,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,14.0,3,3,3,4,3,1.0,1,0
60,RL,98.0,12256,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,362.0,Gd,TA,PConc,1032.0,0.0,431.0,1463.0,GasA,Ex,Y,5,1500,1122,0,2622,1.0,0.0,2,1,3,1,Gd,9,Typ,2,2.0,712.0,Y,186,32,0,0,0,4,2010,WD ,Normal,325000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,16.0,2,3,3,5,3,3.0,1,0
60,RL,92.0,11764,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,348.0,Gd,TA,PConc,524.0,0.0,628.0,1152.0,GasA,Ex,Y,5,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,3.0,671.0,Y,132,57,0,0,0,4,2010,WD ,Normal,290000,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,11.0,3,3,3,4,3,1.0,1,0
60,RL,58.0,16770,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,30.0,Gd,TA,PConc,0.0,0.0,1195.0,1195.0,GasA,Gd,Y,5,1195,644,0,1839,0.0,0.0,2,1,4,1,TA,7,Typ,0,2.0,486.0,Y,0,81,0,0,0,6,2010,WD ,Normal,221000,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,12.0,3,3,3,4,3,1.0,0,0
50,RL,56.0,14720,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,579.0,Gd,TA,PConc,816.0,0.0,1217.0,2033.0,GasA,Ex,Y,5,2053,1185,0,3238,1.0,0.0,2,1,4,1,Gd,9,Typ,1,3.0,666.0,Y,283,86,0,0,0,3,2010,WD ,Normal,410000,0,1,0,0,0,0,0,1,0,2,False,True,False,False,False,False,14.0,3,3,3,4,3,3.0,1,0
20,RL,73.0,8987,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,226.0,Gd,TA,PConc,0.0,0.0,1595.0,1595.0,GasA,Ex,Y,5,1595,0,0,1595,0.0,0.0,2,0,2,1,Gd,6,Typ,1,3.0,880.0,Y,144,0,0,0,0,5,2010,WD ,Normal,221500,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,5.0,2,3,3,4,3,1.0,0,0
20,FV,92.0,9215,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,1218.0,1218.0,GasA,Ex,Y,5,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,2.0,676.0,Y,0,136,0,0,0,4,2010,New,Partial,204500,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,1.0,2,3,3,4,3,1.0,0,0
60,FV,72.0,8640,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,24.0,0.0,732.0,756.0,GasA,Ex,Y,5,764,783,0,1547,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2.0,614.0,Y,169,45,0,0,0,6,2010,Con,Normal,215200,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,1.0,1,3,3,4,3,2.0,1,0
20,FV,75.0,9000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,36.0,Gd,TA,PConc,1078.0,0.0,488.0,1566.0,GasA,Ex,Y,5,1566,0,0,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,0,2.0,750.0,Y,144,168,0,0,0,4,2010,WD ,Normal,262500,0,0,0,0,1,0,0,1,0,3,False,True,False,False,False,False,2.0,2,3,3,4,3,3.0,1,0
60,FV,100.0,12552,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,222.0,0.0,769.0,991.0,GasA,Ex,Y,5,991,956,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2.0,678.0,Y,0,136,0,0,0,5,2010,WD ,Normal,254900,0,0,0,1,0,0,0,1,2,0,False,True,False,False,False,False,6.0,2,3,3,4,3,1.0,1,0
20,FV,84.0,10440,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,1414.0,0.0,54.0,1468.0,GasA,Ex,Y,5,1468,0,0,1468,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2.0,528.0,Y,0,102,0,0,216,5,2010,WD ,Normal,271500,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,5.0,3,3,3,5,3,1.0,1,0
60,RL,76.0,10142,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,656.0,0.0,300.0,956.0,GasA,Ex,Y,5,956,1128,0,2084,1.0,0.0,2,1,4,1,Gd,8,Typ,0,2.0,618.0,Y,0,45,0,0,0,1,2010,WD ,Normal,233000,0,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,6.0,2,3,3,4,3,1.0,1,0
60,RL,70.0,11920,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,122.0,Gd,TA,PConc,0.0,0.0,831.0,831.0,GasA,Ex,Y,5,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,Typ,0,2.0,484.0,Y,144,68,0,0,0,4,2010,WD ,Normal,181000,0,0,0,0,1,0,0,1,0,2,False,True,False,False,False,False,6.0,2,3,3,4,3,3.0,0,0
60,RL,67.0,8880,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,695.0,0.0,253.0,948.0,GasA,Ex,Y,5,1222,888,0,2110,1.0,0.0,2,1,3,1,Gd,8,Typ,2,2.0,463.0,Y,0,130,0,0,0,5,2010,WD ,Normal,205000,0,0,1,0,0,0,0,1,0,0,False,True,False,False,False,False,16.0,2,3,3,4,3,1.0,1,0
120,RL,50.0,8012,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,543.0,119.0,261.0,923.0,GasA,TA,Y,5,923,0,0,923,0.0,0.0,2,0,2,1,TA,5,Typ,1,1.0,264.0,Y,80,0,0,0,0,5,2010,WD ,Normal,143000,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,30.0,2,3,3,4,3,1.0,0,0
60,RL,70.0,11218,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,0.0,0.0,1055.0,1055.0,GasA,Ex,Y,5,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2.0,462.0,Y,635,104,0,0,0,5,2010,WD ,Normal,189000,0,0,0,0,0,0,1,1,4,0,False,True,False,False,False,False,18.0,2,3,3,4,3,1.0,0,0
120,RL,55.0,7892,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,0.0,0.0,918.0,918.0,GasA,TA,Y,5,918,0,0,918,0.0,0.0,2,0,2,1,TA,5,Typ,1,1.0,264.0,Y,28,0,0,0,0,4,2010,WD ,Normal,99500,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,31.0,1,3,3,4,3,1.0,0,0
120,RL,50.0,7175,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,623.0,121.0,0.0,744.0,GasA,TA,Y,5,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,0,1.0,264.0,Y,353,0,0,0,90,2,2010,WD ,Normal,125000,0,0,0,0,1,0,0,1,3,0,False,True,False,False,False,False,26.0,1,3,3,4,3,1.0,0,0
60,RL,67.0,9453,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,402.0,0.0,594.0,996.0,GasA,Ex,Y,5,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2.0,457.0,Y,370,70,0,238,0,2,2010,WD ,Normal,194500,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,17.0,2,3,3,4,3,1.0,0,0
20,RL,81.0,9672,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,0.0,TA,TA,PConc,338.0,0.0,702.0,1040.0,GasA,TA,Y,5,1097,0,0,1097,0.0,0.0,2,0,3,1,TA,6,Typ,0,2.0,480.0,Y,0,0,0,0,0,5,2010,WD ,Normal,152000,0,0,0,0,1,0,0,1,4,0,False,True,False,False,False,False,24.0,1,3,3,4,3,1.0,1,0
60,RL,70.0,8400,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,130.0,TA,TA,CBlock,0.0,0.0,650.0,650.0,GasA,TA,Y,5,888,676,0,1564,0.0,0.0,2,1,3,1,TA,7,Typ,1,2.0,476.0,Y,0,50,0,0,204,4,2010,WD ,Normal,171000,0,0,0,0,0,0,1,1,3,2,False,True,False,False,False,False,30.0,1,3,3,4,3,1.0,0,0
30,RH,70.0,9800,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Fa,BrkTil,0.0,0.0,816.0,816.0,GasA,TA,N,4,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,Typ,0,1.0,429.0,Y,121,0,80,0,0,4,2010,WD ,Normal,67500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,90.0,1,3,3,3,3,1.0,0,0
90,RM,68.0,8930,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,TA,Y,5,1318,584,0,1902,0.0,0.0,2,0,4,2,TA,8,Typ,0,2.0,539.0,Y,0,0,0,0,0,4,2010,WD ,Normal,112000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,32.0,1,3,3,0,0,0.0,0,0
85,RL,88.0,11782,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,899.0,0.0,210.0,1109.0,GasA,TA,Y,5,1155,0,0,1155,1.0,0.0,1,0,3,1,Gd,6,Min2,0,2.0,576.0,Y,192,0,0,0,0,6,2010,WD ,Normal,148000,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,23.0,1,3,3,3,3,3.0,0,0
20,RL,65.0,8450,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,553.0,117.0,224.0,894.0,GasA,Ex,Y,5,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,1,1.0,336.0,Y,416,144,0,0,0,4,2010,WD ,Normal,138500,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,37.0,1,3,3,3,3,1.0,1,0
20,RL,72.0,9819,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,31.0,TA,Gd,CBlock,450.0,0.0,432.0,882.0,GasA,TA,Y,5,900,0,0,900,0.0,0.0,1,0,3,1,TA,5,Typ,0,1.0,280.0,Y,0,0,0,0,0,2,2010,WD ,Normal,122000,0,0,0,0,1,0,0,1,3,2,False,False,False,False,False,True,40.0,1,3,3,3,3,1.0,0,0
20,RL,75.0,7500,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,824.0,0.0,216.0,1040.0,GasA,Fa,Y,5,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,1.0,308.0,Y,0,0,220,0,0,6,2010,WD ,Normal,133000,0,0,0,0,1,0,0,1,3,0,False,True,False,False,False,False,47.0,3,3,3,3,3,1.0,0,0
20,RL,72.0,6897,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,659.0,0.0,381.0,1040.0,GasA,Ex,Y,5,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,6,Typ,0,1.0,260.0,Y,0,104,0,0,0,4,2010,WD ,Normal,127000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,48.0,1,3,3,3,3,1.0,0,0
20,RL,39.0,15410,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,250.0,TA,Gd,CBlock,126.0,859.0,223.0,1208.0,GasA,Ex,Y,5,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,7,Typ,2,2.0,461.0,Y,296,0,186,0,0,4,2010,WD ,Abnorml,169000,0,0,1,0,0,0,0,1,4,1,False,True,False,False,False,False,36.0,3,3,3,3,3,4.0,0,1
60,RL,107.0,10186,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,674.0,0.0,76.0,750.0,GasA,Ex,Y,5,1061,862,0,1923,1.0,0.0,2,1,3,1,Gd,8,Typ,1,2.0,564.0,Y,240,39,0,0,0,6,2010,WD ,Normal,190000,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,18.0,2,3,3,4,3,1.0,1,0
60,RL,85.0,13143,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,504.0,Gd,TA,PConc,250.0,981.0,0.0,1231.0,GasA,Ex,Y,5,1251,1098,0,2349,1.0,0.0,2,1,4,1,Gd,9,Typ,1,3.0,762.0,Y,32,130,0,0,0,6,2010,WD ,Normal,362500,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,17.0,2,3,3,4,3,1.0,0,1
60,RL,88.0,11134,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,180.0,Gd,TA,PConc,1129.0,0.0,261.0,1390.0,GasA,Ex,Y,5,1402,823,0,2225,1.0,0.0,2,1,4,1,Gd,7,Typ,1,3.0,713.0,Y,198,30,0,0,0,6,2010,WD ,Normal,285000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,18.0,2,3,3,4,3,1.0,1,0
120,FV,25.0,4835,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,1298.0,0.0,190.0,1488.0,GasA,Ex,Y,5,1488,0,0,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2.0,506.0,Y,168,50,0,0,0,3,2010,WD ,Normal,260000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,6.0,3,3,3,5,3,3.0,1,0
160,FV,39.0,3515,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,0.0,0.0,840.0,840.0,GasA,Ex,Y,5,840,840,0,1680,0.0,0.0,2,1,2,1,Gd,3,Typ,0,2.0,588.0,Y,0,111,0,0,0,1,2010,WD ,Normal,190000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,6.0,2,3,3,4,3,1.0,0,0
160,FV,30.0,3215,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,120.0,Gd,TA,PConc,280.0,0.0,320.0,600.0,GasA,Ex,Y,5,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,2.0,480.0,Y,0,172,0,0,0,4,2010,ConLD,Normal,155000,0,0,0,0,1,0,0,1,0,2,False,False,False,False,False,True,6.0,2,3,3,4,3,3.0,1,0
160,FV,30.0,3182,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,0.0,0.0,600.0,600.0,GasA,Ex,Y,5,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,2.0,480.0,Y,0,172,0,0,0,6,2010,WD ,Normal,151000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,6.0,2,3,3,4,3,1.0,0,0
160,FV,24.0,2544,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,368.0,42.0,190.0,600.0,GasA,Ex,Y,5,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,0,2.0,480.0,Y,0,172,0,0,0,2,2010,WD ,Normal,149500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,6.0,2,3,3,4,3,1.0,1,0
